pelicula_id,usuario_id,rating,fecha
28,62759,4,2016-02-20T08:54:55Z
714,52293,3,2016-02-18T17:51:22Z
13,94623,0,2016-02-16T07:05:02Z
712,25912,4,2016-02-18T03:53:16Z
66,57542,3,2016-02-18T07:12:45Z
220,88737,0,2016-02-15T16:09:22Z
318,90020,0,2016-02-19T19:01:50Z
41,19645,4,2016-02-18T08:59:14Z
322,38500,1,2016-02-20T18:24:47Z
325,14649,0,2016-02-16T20:47:01Z
220,57938,0,2016-02-19T16:22:14Z
23,731,2,2016-02-19T02:36:34Z
312,11525,3,2016-02-17T05:40:15Z
422,24069,1,2016-02-18T21:24:11Z
46,87970,1,2016-02-19T16:41:46Z
214,14495,3,2016-02-19T22:28:01Z
08,81886,0,2016-02-19T12:34:16Z
422,13072,3,2016-02-16T12:50:00Z
77,65670,1,2016-02-20T13:01:04Z
44,27335,0,2016-02-20T01:10:04Z
714,42893,4,2016-02-19T05:22:48Z
342,4017,3,2016-02-20T09:55:29Z
63,36024,2,2016-02-16T06:30:44Z
324,81270,3,2016-02-19T01:14:22Z
625,27966,4,2016-02-16T10:16:32Z
211,96079,3,2016-02-16T18:20:17Z
63,29285,1,2016-02-15T22:06:55Z
714,28795,1,2016-02-16T12:56:35Z
425,13048,3,2016-02-19T21:06:40Z
28,4427,0,2016-02-18T00:06:55Z
623,14982,2,2016-02-19T11:13:03Z
616,72236,4,2016-02-16T16:22:32Z
13,88460,4,2016-02-18T15:52:19Z
613,88853,3,2016-02-16T15:16:41Z
615,26318,3,2016-02-19T17:17:42Z
24,37058,3,2016-02-20T02:00:25Z
616,75438,2,2016-02-18T12:30:17Z
710,68476,2,2016-02-19T08:11:13Z
318,57350,3,2016-02-15T11:28:43Z
61,98408,2,2016-02-19T22:02:52Z
36,10355,0,2016-02-17T00:00:27Z
63,51719,2,2016-02-16T10:51:44Z
72,22373,1,2016-02-19T05:28:28Z
270,49208,1,2016-02-17T05:59:30Z
325,74464,4,2016-02-20T09:58:32Z
414,47293,2,2016-02-17T03:20:00Z
46,99429,2,2016-02-18T22:45:12Z
05,73594,3,2016-02-18T15:47:08Z
12,53819,1,2016-02-19T03:39:31Z
24,38086,4,2016-02-20T16:21:50Z
23,10871,1,2016-02-17T07:08:29Z
418,67217,4,2016-02-16T23:22:49Z
06,48643,4,2016-02-16T21:10:06Z
240,50150,3,2016-02-18T21:52:44Z
621,23027,4,2016-02-16T03:41:16Z
10,5284,1,2016-02-18T03:47:33Z
11,61919,4,2016-02-18T21:57:08Z
19,97287,0,2016-02-16T23:21:09Z
714,43362,1,2016-02-16T07:33:11Z
625,56504,2,2016-02-19T04:05:37Z
620,82359,3,2016-02-17T03:59:56Z
66,65966,4,2016-02-18T03:04:28Z
714,36172,4,2016-02-19T23:04:44Z
46,2075,1,2016-02-17T10:25:27Z
320,34572,0,2016-02-15T23:07:22Z
223,92197,1,2016-02-17T04:26:14Z
410,64348,1,2016-02-20T13:58:55Z
210,64268,4,2016-02-17T21:18:16Z
223,86826,0,2016-02-17T22:34:28Z
412,26353,1,2016-02-18T01:23:34Z
722,45398,2,2016-02-19T10:19:58Z
613,54103,4,2016-02-19T19:14:02Z
14,48757,0,2016-02-17T18:38:58Z
225,711,3,2016-02-16T18:01:12Z
328,80717,3,2016-02-18T15:37:33Z
321,13589,1,2016-02-17T11:04:25Z
21,31158,0,2016-02-16T20:20:41Z
616,99582,1,2016-02-19T17:37:55Z
320,17020,0,2016-02-20T21:34:15Z
36,11030,4,2016-02-16T22:14:15Z
414,44579,2,2016-02-17T16:59:11Z
04,25407,3,2016-02-18T08:15:40Z
217,25686,1,2016-02-20T07:12:04Z
720,11905,0,2016-02-17T19:37:07Z
624,15497,3,2016-02-16T11:38:39Z
220,25947,2,2016-02-16T15:05:23Z
220,53842,0,2016-02-15T19:25:36Z
625,66481,2,2016-02-15T21:01:33Z
815,83843,1,2016-02-17T12:14:04Z
710,88572,3,2016-02-15T22:23:31Z
39,26566,3,2016-02-15T17:25:46Z
79,8178,2,2016-02-20T15:08:23Z
411,81071,3,2016-02-17T04:04:04Z
24,96908,1,2016-02-17T10:41:06Z
422,77198,0,2016-02-15T12:18:17Z
36,59005,0,2016-02-20T08:31:52Z
04,58342,2,2016-02-15T09:21:53Z
625,75330,3,2016-02-18T20:44:48Z
328,85402,0,2016-02-19T18:54:08Z
11,36304,3,2016-02-15T01:32:05Z
712,77586,1,2016-02-19T08:49:57Z
418,32598,3,2016-02-17T11:25:57Z
610,80131,3,2016-02-18T20:19:48Z
618,69347,2,2016-02-20T05:33:38Z
210,3934,1,2016-02-15T10:50:36Z
324,81688,0,2016-02-18T22:33:16Z
05,75953,0,2016-02-15T17:28:03Z
610,90410,3,2016-02-18T14:10:32Z
715,19731,3,2016-02-15T15:01:39Z
410,87513,4,2016-02-17T07:49:01Z
619,84853,1,2016-02-15T04:43:37Z
317,17057,2,2016-02-17T00:27:31Z
612,29742,4,2016-02-16T01:35:11Z
07,97841,3,2016-02-19T22:08:13Z
623,55273,0,2016-02-17T04:50:46Z
45,24119,4,2016-02-19T01:17:16Z
28,96252,2,2016-02-20T03:54:39Z
211,20632,3,2016-02-15T21:10:03Z
610,71885,4,2016-02-20T07:26:43Z
423,87376,4,2016-02-20T01:06:28Z
712,17262,0,2016-02-17T09:36:43Z
423,77965,0,2016-02-17T22:42:44Z
68,70529,2,2016-02-15T08:42:54Z
65,99245,0,2016-02-20T02:29:32Z
76,65476,3,2016-02-17T02:44:30Z
215,11524,3,2016-02-16T17:49:08Z
718,77180,0,2016-02-20T21:46:59Z
311,24520,3,2016-02-20T15:53:21Z
714,20708,2,2016-02-19T04:22:29Z
72,46902,2,2016-02-20T18:50:14Z
66,84058,2,2016-02-17T02:19:33Z
28,34251,1,2016-02-17T11:44:34Z
61,1255,4,2016-02-16T08:10:19Z
324,26429,4,2016-02-19T00:57:01Z
411,64729,3,2016-02-15T10:42:41Z
19,52329,0,2016-02-16T06:04:21Z
615,90540,0,2016-02-19T19:04:06Z
217,46692,0,2016-02-19T02:35:38Z
324,15332,1,2016-02-18T02:41:45Z
34,19655,1,2016-02-19T04:41:00Z
35,26604,1,2016-02-15T08:56:29Z
324,25932,0,2016-02-16T21:46:02Z
614,3735,0,2016-02-19T14:18:42Z
15,55272,2,2016-02-19T16:56:14Z
66,58358,1,2016-02-19T20:38:19Z
29,56982,2,2016-02-16T09:08:37Z
79,71192,0,2016-02-19T13:22:08Z
310,20071,0,2016-02-19T17:53:41Z
270,61364,4,2016-02-17T17:25:26Z
24,14486,3,2016-02-16T06:34:56Z
74,12549,1,2016-02-18T04:22:58Z
66,80951,0,2016-02-20T02:26:42Z
312,94940,4,2016-02-16T09:29:04Z
39,54033,1,2016-02-19T00:37:02Z
41,41883,0,2016-02-16T23:42:14Z
711,74655,2,2016-02-18T09:18:57Z
616,11252,2,2016-02-16T08:30:26Z
213,84500,3,2016-02-16T10:05:56Z
69,11626,2,2016-02-20T19:05:35Z
321,154,3,2016-02-19T21:45:09Z
318,19815,4,2016-02-19T11:10:14Z
25,5320,1,2016-02-18T10:27:39Z
23,75200,2,2016-02-16T19:12:34Z
23,85354,1,2016-02-15T00:47:36Z
223,996,4,2016-02-16T15:41:52Z
270,70841,0,2016-02-20T17:53:31Z
780,70930,0,2016-02-15T09:50:37Z
31,88071,3,2016-02-18T11:59:26Z
422,71139,3,2016-02-16T18:37:48Z
78,87348,0,2016-02-20T00:38:46Z
220,89327,0,2016-02-19T23:22:59Z
215,8400,3,2016-02-18T02:00:01Z
323,5783,3,2016-02-17T09:52:09Z
68,72897,2,2016-02-15T08:00:20Z
34,23571,3,2016-02-17T22:24:20Z
76,53427,3,2016-02-15T16:10:30Z
66,42490,0,2016-02-20T08:22:08Z
78,94645,4,2016-02-19T17:11:53Z
66,79835,1,2016-02-18T02:54:44Z
37,16274,1,2016-02-18T20:46:22Z
712,52228,2,2016-02-14T23:34:07Z
625,51259,3,2016-02-20T02:12:16Z
613,40491,3,2016-02-15T00:20:50Z
42,27206,4,2016-02-18T15:25:50Z
74,79468,4,2016-02-15T17:52:27Z
422,94394,3,2016-02-19T13:28:30Z
322,68002,0,2016-02-18T04:44:17Z
31,12631,3,2016-02-17T03:32:13Z
225,83577,0,2016-02-19T05:26:00Z
72,37171,1,2016-02-17T04:11:23Z
418,58375,4,2016-02-14T23:55:22Z
220,58246,2,2016-02-19T18:10:59Z
318,66092,3,2016-02-19T03:41:18Z
33,7241,1,2016-02-18T17:54:00Z
77,80006,1,2016-02-16T10:54:59Z
614,27192,2,2016-02-20T20:39:46Z
24,22476,3,2016-02-18T01:01:27Z
780,80506,0,2016-02-16T08:41:01Z
10,63441,2,2016-02-15T16:00:50Z
79,49753,4,2016-02-15T12:32:16Z
714,81683,1,2016-02-18T11:25:21Z
623,39943,3,2016-02-17T18:00:43Z
39,49715,1,2016-02-18T00:54:59Z
362,10681,3,2016-02-17T04:33:07Z
213,98484,4,2016-02-15T04:35:44Z
69,64632,2,2016-02-20T22:52:29Z
45,74608,1,2016-02-19T08:52:59Z
614,84305,0,2016-02-16T10:57:36Z
04,80732,0,2016-02-15T00:59:48Z
610,54284,0,2016-02-17T07:30:44Z
214,474,2,2016-02-18T04:05:01Z
423,91687,3,2016-02-20T08:28:38Z
06,24595,4,2016-02-19T13:32:33Z
74,67712,4,2016-02-17T06:07:18Z
316,96269,1,2016-02-20T01:31:14Z
28,20264,3,2016-02-20T22:43:18Z
34,73283,2,2016-02-20T17:52:37Z
416,1020,2,2016-02-16T15:11:26Z
42,7059,2,2016-02-17T11:18:52Z
62,16760,2,2016-02-18T10:41:13Z
315,26242,1,2016-02-20T01:50:19Z
33,96470,4,2016-02-15T10:46:39Z
33,30455,3,2016-02-18T00:40:18Z
610,94261,0,2016-02-17T02:39:09Z
717,53484,1,2016-02-19T09:37:12Z
66,20965,4,2016-02-18T08:15:42Z
74,68273,2,2016-02-15T05:56:53Z
422,27522,0,2016-02-19T04:00:59Z
411,89897,3,2016-02-16T12:42:50Z
20,54729,1,2016-02-15T09:09:23Z
425,10498,3,2016-02-15T00:17:48Z
68,41390,4,2016-02-16T23:49:39Z
01,47654,1,2016-02-20T16:23:23Z
725,35665,1,2016-02-17T06:48:22Z
316,34796,3,2016-02-17T08:16:18Z
416,24812,4,2016-02-16T05:29:55Z
725,12508,2,2016-02-20T12:07:41Z
618,42868,4,2016-02-18T07:06:28Z
22,45672,0,2016-02-16T10:54:11Z
622,85271,4,2016-02-15T19:16:21Z
42,67985,3,2016-02-18T09:22:04Z
48,4332,0,2016-02-16T04:41:01Z
725,50590,1,2016-02-19T06:07:21Z
613,20472,1,2016-02-20T19:29:24Z
69,34909,1,2016-02-15T00:24:56Z
610,13625,1,2016-02-16T02:24:11Z
02,55740,1,2016-02-19T17:30:45Z
724,23135,3,2016-02-17T23:40:36Z
01,3095,4,2016-02-19T10:59:54Z
317,63881,4,2016-02-18T23:40:25Z
10,85862,4,2016-02-19T19:08:46Z
66,49179,0,2016-02-20T12:12:02Z
29,45134,2,2016-02-15T11:04:59Z
07,87220,2,2016-02-18T05:12:56Z
10,58496,2,2016-02-18T03:49:05Z
320,68274,0,2016-02-17T18:39:02Z
65,39329,0,2016-02-18T15:28:48Z
316,71862,4,2016-02-19T01:18:01Z
24,93023,3,2016-02-19T19:38:29Z
49,58941,2,2016-02-20T12:39:23Z
418,10071,1,2016-02-17T08:35:54Z
26,79681,1,2016-02-17T19:52:23Z
423,97239,4,2016-02-15T22:27:18Z
43,37259,4,2016-02-20T12:46:23Z
26,2738,4,2016-02-16T11:32:56Z
713,93644,4,2016-02-15T06:43:56Z
223,31697,3,2016-02-18T03:01:49Z
28,65101,2,2016-02-15T13:11:37Z
66,52510,1,2016-02-19T04:30:10Z
12,10176,3,2016-02-17T10:09:20Z
213,56957,3,2016-02-20T14:39:10Z
13,28482,4,2016-02-20T06:53:55Z
36,60569,4,2016-02-17T06:21:47Z
412,28699,2,2016-02-17T03:48:41Z
211,20477,3,2016-02-20T19:31:50Z
47,97894,4,2016-02-16T03:06:00Z
214,19508,2,2016-02-18T09:50:57Z
09,32289,2,2016-02-15T22:30:28Z
215,11503,2,2016-02-15T09:43:18Z
624,86212,4,2016-02-16T02:04:12Z
08,48507,2,2016-02-15T21:19:24Z
21,2351,3,2016-02-18T10:45:52Z
46,90248,2,2016-02-20T18:50:57Z
415,12465,2,2016-02-19T00:48:45Z
711,39832,0,2016-02-18T16:05:35Z
610,35986,3,2016-02-20T21:26:58Z
422,99420,3,2016-02-18T00:09:52Z
723,3826,4,2016-02-19T01:52:09Z
34,17361,4,2016-02-20T22:18:30Z
46,77164,2,2016-02-18T04:15:51Z
78,2764,3,2016-02-18T02:26:49Z
270,93411,2,2016-02-20T04:33:52Z
613,82171,0,2016-02-18T21:14:50Z
617,15573,4,2016-02-15T02:23:34Z
815,40919,4,2016-02-20T02:57:16Z
18,25930,2,2016-02-15T18:41:29Z
714,39305,2,2016-02-20T00:35:25Z
712,62490,0,2016-02-18T06:53:50Z
324,50815,1,2016-02-19T22:03:35Z
718,89406,1,2016-02-18T13:56:19Z
315,93929,3,2016-02-14T23:16:03Z
815,17920,3,2016-02-16T03:04:34Z
66,18143,1,2016-02-19T08:29:32Z
423,70562,4,2016-02-17T16:01:13Z
24,81955,1,2016-02-17T07:35:57Z
422,84332,0,2016-02-20T00:05:42Z
216,19418,1,2016-02-15T09:00:37Z
425,50874,2,2016-02-15T10:45:57Z
69,95293,3,2016-02-19T22:12:39Z
12,67409,0,2016-02-20T14:39:00Z
614,87711,1,2016-02-16T10:01:33Z
76,23086,0,2016-02-16T07:58:16Z
324,69488,1,2016-02-18T01:53:22Z
62,7733,3,2016-02-17T21:31:33Z
328,202,4,2016-02-20T00:34:03Z
717,50950,3,2016-02-18T11:38:46Z
712,11396,0,2016-02-20T06:16:33Z
322,24919,4,2016-02-20T13:09:41Z
01,55901,3,2016-02-15T17:58:54Z
11,24629,0,2016-02-20T05:42:02Z
710,44714,0,2016-02-16T20:05:02Z
28,91506,2,2016-02-20T14:04:37Z
417,86996,4,2016-02-16T17:57:45Z
710,88656,4,2016-02-17T04:18:43Z
04,81722,0,2016-02-16T00:34:24Z
610,67565,2,2016-02-16T14:04:12Z
613,56696,2,2016-02-15T20:15:29Z
12,99498,1,2016-02-15T16:29:42Z
411,63264,1,2016-02-19T06:18:18Z
418,55473,1,2016-02-18T11:52:10Z
211,20129,0,2016-02-15T13:12:44Z
77,75213,2,2016-02-18T06:30:39Z
11,71645,4,2016-02-16T00:30:44Z
76,2570,3,2016-02-17T07:42:19Z
26,11829,2,2016-02-20T12:16:44Z
224,96674,1,2016-02-19T00:58:41Z
362,96215,2,2016-02-20T19:53:17Z
323,96217,2,2016-02-20T17:32:06Z
725,17294,1,2016-02-19T06:42:48Z
325,709,3,2016-02-14T23:55:39Z
211,523,1,2016-02-20T20:32:39Z
225,84517,0,2016-02-16T15:06:58Z
714,20248,0,2016-02-18T16:32:03Z
15,2364,4,2016-02-18T01:02:15Z
711,79814,2,2016-02-18T21:58:36Z
65,92945,0,2016-02-15T08:27:42Z
711,13229,1,2016-02-19T11:26:07Z
76,19457,2,2016-02-18T16:03:21Z
26,19356,2,2016-02-15T15:17:42Z
224,4001,2,2016-02-18T07:07:54Z
75,29642,3,2016-02-19T14:39:13Z
617,49033,3,2016-02-18T01:42:43Z
418,40545,0,2016-02-20T01:20:15Z
23,70297,1,2016-02-15T08:01:27Z
362,5826,4,2016-02-18T18:46:50Z
325,44178,1,2016-02-16T04:56:23Z
62,57333,3,2016-02-18T10:46:35Z
317,27108,3,2016-02-20T20:41:12Z
26,98420,4,2016-02-19T17:07:21Z
613,70274,0,2016-02-15T09:27:31Z
45,75655,4,2016-02-15T06:18:26Z
64,81209,2,2016-02-17T19:11:47Z
62,27939,3,2016-02-18T15:51:59Z
324,36370,0,2016-02-15T23:17:20Z
01,29465,0,2016-02-18T04:15:20Z
615,63597,4,2016-02-19T06:53:03Z
66,29918,1,2016-02-15T07:15:11Z
220,50912,2,2016-02-18T15:38:55Z
42,89982,0,2016-02-15T20:04:25Z
617,71349,1,2016-02-16T20:37:12Z
01,33217,2,2016-02-16T08:54:21Z
47,8967,1,2016-02-16T15:02:00Z
322,31141,2,2016-02-16T04:01:56Z
65,89285,2,2016-02-18T01:33:40Z
915,27563,0,2016-02-16T17:33:50Z
411,62064,3,2016-02-19T23:26:14Z
73,74536,4,2016-02-19T06:39:44Z
33,93887,3,2016-02-16T04:34:06Z
225,22657,4,2016-02-19T01:11:41Z
210,47665,1,2016-02-15T13:34:12Z
716,98365,0,2016-02-19T15:02:20Z
219,93607,3,2016-02-20T00:25:24Z
06,4129,4,2016-02-17T21:16:59Z
24,89342,1,2016-02-19T20:32:21Z
423,27231,3,2016-02-20T10:55:40Z
312,39364,2,2016-02-18T23:27:05Z
423,72070,3,2016-02-16T00:28:25Z
71,24484,3,2016-02-20T11:14:04Z
79,87013,1,2016-02-15T13:01:52Z
915,63178,4,2016-02-18T23:56:26Z
710,11169,4,2016-02-19T21:23:47Z
36,71050,4,2016-02-17T15:53:38Z
45,33002,3,2016-02-19T17:43:02Z
619,90933,3,2016-02-16T09:10:36Z
710,49718,1,2016-02-20T21:53:28Z
213,29737,3,2016-02-19T21:05:34Z
610,81760,0,2016-02-18T14:46:19Z
321,89734,1,2016-02-19T22:50:05Z
13,33005,0,2016-02-15T04:35:12Z
74,39362,4,2016-02-15T19:30:32Z
44,20468,1,2016-02-19T01:06:57Z
72,89306,1,2016-02-15T04:13:06Z
219,10827,1,2016-02-16T00:51:23Z
10,52233,3,2016-02-17T03:35:41Z
225,99590,4,2016-02-19T16:32:17Z
41,43465,2,2016-02-19T17:29:46Z
44,77020,2,2016-02-20T04:46:30Z
06,51877,0,2016-02-16T10:10:03Z
312,72576,3,2016-02-19T10:35:20Z
35,13783,4,2016-02-20T20:08:46Z
315,81817,1,2016-02-16T23:46:17Z
416,35777,0,2016-02-15T05:27:32Z
38,88706,4,2016-02-16T16:09:46Z
616,62226,0,2016-02-20T20:01:34Z
05,7033,3,2016-02-19T07:33:40Z
46,52310,3,2016-02-17T21:27:33Z
04,17453,0,2016-02-17T14:07:16Z
715,75057,4,2016-02-19T15:16:44Z
723,314,4,2016-02-15T12:24:51Z
03,41258,1,2016-02-17T22:51:13Z
322,46797,0,2016-02-20T01:24:47Z
22,21940,3,2016-02-15T16:02:05Z
13,20319,1,2016-02-17T22:45:22Z
724,89075,4,2016-02-15T06:42:09Z
225,43545,2,2016-02-18T19:43:10Z
38,53616,1,2016-02-17T09:02:46Z
240,1283,3,2016-02-18T10:52:54Z
66,39978,2,2016-02-16T13:10:45Z
49,62428,3,2016-02-20T02:54:36Z
718,34339,1,2016-02-18T17:52:00Z
23,53839,3,2016-02-18T22:15:46Z
